,sub_region_1,Date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
5396,Karnataka,2020-11-01,-25.774193548387096,30.548387096774192,-29.516129032258064,-8.225806451612904,-3.161290322580645,7.580645161290323
5397,Karnataka,2020-11-02,-20.903225806451612,35.25806451612903,-34.38709677419355,-9.870967741935484,-16.35483870967742,9.870967741935484
5398,Karnataka,2020-11-03,-19.06451612903226,38.38709677419355,-32.61290322580645,-9.064516129032258,-17.225806451612904,9.64516129032258
5399,Karnataka,2020-11-04,-19.29032258064516,40.12903225806452,-32.645161290322584,-8.483870967741936,-16.580645161290324,9.096774193548388
5400,Karnataka,2020-11-05,-21.903225806451612,35.38709677419355,-33.096774193548384,-13.580645161290322,-17.258064516129032,10.0
5401,Karnataka,2020-11-06,-23.258064516129032,36.45161290322581,-33.806451612903224,-14.870967741935484,-15.96774193548387,10.290322580645162
5402,Karnataka,2020-11-07,-21.806451612903224,37.25806451612903,-33.38709677419355,-14.290322580645162,-9.387096774193548,8.935483870967742
5403,Karnataka,2020-11-08,-23.419354838709676,34.774193548387096,-27.548387096774192,-12.161290322580646,-2.3225806451612905,7.354838709677419
5404,Karnataka,2020-11-09,-20.548387096774192,38.0,-30.93548387096774,-13.774193548387096,-16.677419354838708,9.903225806451612
5405,Karnataka,2020-11-10,-18.29032258064516,40.58064516129032,-30.612903225806452,-11.580645161290322,-17.322580645161292,9.741935483870968
5406,Karnataka,2020-11-11,-15.870967741935484,47.58064516129032,-31.193548387096776,-8.064516129032258,-15.806451612903226,9.419354838709678
5407,Karnataka,2020-11-12,-14.903225806451612,48.87096774193548,-31.0,-9.096774193548388,-16.35483870967742,9.387096774193548
5408,Karnataka,2020-11-13,-11.387096774193548,60.58064516129032,-29.0,-2.6129032258064515,-15.483870967741936,8.870967741935484
5409,Karnataka,2020-11-14,-18.193548387096776,50.354838709677416,-28.903225806451612,-7.258064516129032,-29.774193548387096,11.806451612903226
5410,Karnataka,2020-11-15,-24.419354838709676,32.935483870967744,-22.161290322580644,-10.903225806451612,-6.451612903225806,9.03225806451613
5411,Karnataka,2020-11-16,-23.096774193548388,23.967741935483872,-11.580645161290322,-15.161290322580646,-46.064516129032256,14.096774193548388
5412,Karnataka,2020-11-17,-16.903225806451612,39.225806451612904,-21.258064516129032,-3.7096774193548385,-21.35483870967742,7.032258064516129
5413,Karnataka,2020-11-18,-14.451612903225806,44.96774193548387,-23.258064516129032,0.41935483870967744,-18.677419354838708,6.838709677419355
5414,Karnataka,2020-11-19,-15.387096774193548,42.25806451612903,-23.677419354838708,-4.258064516129032,-19.322580645161292,7.419354838709677
5415,Karnataka,2020-11-20,-16.70967741935484,44.38709677419355,-25.677419354838708,-5.903225806451613,-17.451612903225808,7.967741935483871
5416,Karnataka,2020-11-21,-17.193548387096776,42.225806451612904,-27.70967741935484,-6.967741935483871,-10.387096774193548,6.870967741935484
5417,Karnataka,2020-11-22,-18.967741935483872,34.4,-20.903225806451612,-1.8387096774193548,-4.935483870967742,5.161290322580645
5418,Karnataka,2020-11-23,-18.096774193548388,40.354838709677416,-24.35483870967742,-8.129032258064516,-18.096774193548388,8.129032258064516
5419,Karnataka,2020-11-24,-16.806451612903224,38.766666666666666,-25.06451612903226,-7.096774193548387,-18.225806451612904,8.096774193548388
5420,Karnataka,2020-11-25,-14.67741935483871,45.38709677419355,-24.032258064516128,-1.8064516129032258,-17.967741935483872,6.967741935483871
5421,Karnataka,2020-11-26,-19.903225806451612,35.16129032258065,-26.0,-7.870967741935484,-22.70967741935484,9.67741935483871
5422,Karnataka,2020-11-27,-20.612903225806452,35.61290322580645,-25.387096774193548,-8.161290322580646,-18.516129032258064,8.935483870967742
5423,Karnataka,2020-11-28,-20.70967741935484,37.74193548387097,-26.387096774193548,-11.483870967741936,-17.838709677419356,10.03225806451613
5424,Karnataka,2020-11-29,-20.967741935483872,37.354838709677416,-20.70967741935484,-6.258064516129032,-1.903225806451613,6.709677419354839
5425,Karnataka,2020-11-30,-17.612903225806452,41.29032258064516,-21.838709677419356,-7.67741935483871,-17.903225806451612,8.387096774193548
5426,Karnataka,2020-12-01,-15.741935483870968,42.16129032258065,-20.225806451612904,-5.064516129032258,-17.387096774193548,7.645161290322581
5427,Karnataka,2020-12-02,-15.612903225806452,43.67741935483871,-7.774193548387097,-2.7096774193548385,-14.387096774193548,7.129032258064516
5428,Karnataka,2020-12-03,-19.548387096774192,36.54838709677419,-10.419354838709678,-11.35483870967742,-26.096774193548388,11.548387096774194
5429,Karnataka,2020-12-04,-19.0,41.483870967741936,-13.35483870967742,-6.387096774193548,-13.35483870967742,8.96774193548387
5430,Karnataka,2020-12-05,-23.612903225806452,31.64516129032258,-16.516129032258064,-15.419354838709678,-9.258064516129032,9.161290322580646
5431,Karnataka,2020-12-06,-19.806451612903224,35.70967741935484,-4.741935483870968,-4.806451612903226,-1.1935483870967742,5.967741935483871
5432,Karnataka,2020-12-07,-17.903225806451612,37.74193548387097,-7.032258064516129,-5.258064516129032,-16.258064516129032,7.161290322580645
5433,Karnataka,2020-12-08,-24.806451612903224,27.096774193548388,-12.516129032258064,-14.451612903225806,-16.70967741935484,10.64516129032258
5434,Karnataka,2020-12-09,-15.193548387096774,43.483870967741936,-5.838709677419355,4.0,-14.03225806451613,7.838709677419355
5435,Karnataka,2020-12-10,-16.06451612903226,41.58064516129032,-4.32258064516129,4.032258064516129,-14.483870967741936,10.64516129032258
5436,Karnataka,2020-12-11,-17.387096774193548,44.74193548387097,-6.741935483870968,0.6451612903225806,-12.096774193548388,13.064516129032258
5437,Karnataka,2020-12-12,-20.483870967741936,39.225806451612904,-9.290322580645162,-7.548387096774194,-13.612903225806452,13.870967741935484
5438,Karnataka,2020-12-13,-21.903225806451612,33.166666666666664,0.6451612903225806,-3.7096774193548385,2.806451612903226,11.580645161290322
5439,Karnataka,2020-12-14,-21.387096774193548,37.32258064516129,-5.451612903225806,-7.258064516129032,-12.35483870967742,14.483870967741936
5440,Karnataka,2020-12-15,-16.387096774193548,43.54838709677419,-4.548387096774194,3.6129032258064515,-11.774193548387096,12.419354838709678
5441,Karnataka,2020-12-16,-16.93548387096774,45.16129032258065,-7.096774193548387,4.838709677419355,-9.870967741935484,12.419354838709678
5442,Karnataka,2020-12-17,-18.387096774193548,41.45161290322581,-7.258064516129032,0.7419354838709677,-11.838709677419354,13.709677419354838
5443,Karnataka,2020-12-18,-18.64516129032258,43.064516129032256,-8.129032258064516,1.7096774193548387,-9.67741935483871,13.67741935483871
5444,Karnataka,2020-12-19,-20.419354838709676,40.225806451612904,-10.064516129032258,0.22580645161290322,-3.0,12.290322580645162
5445,Karnataka,2020-12-20,-21.548387096774192,34.03225806451613,0.6129032258064516,1.935483870967742,4.32258064516129,11.096774193548388
5446,Karnataka,2020-12-21,-18.903225806451612,38.064516129032256,-5.193548387096774,0.967741935483871,-12.935483870967742,13.32258064516129
5447,Karnataka,2020-12-22,-20.677419354838708,32.61290322580645,-4.838709677419355,2.129032258064516,-20.29032258064516,12.96774193548387
5448,Karnataka,2020-12-23,-14.64516129032258,45.83870967741935,-3.806451612903226,9.32258064516129,-11.32258064516129,12.064516129032258
5449,Karnataka,2020-12-24,-12.935483870967742,46.903225806451616,-0.5806451612903226,9.161290322580646,-13.838709677419354,12.387096774193548
5450,Karnataka,2020-12-25,-12.0,46.38709677419355,18.774193548387096,7.419354838709677,-30.967741935483872,15.483870967741936
5451,Karnataka,2020-12-26,-19.516129032258064,36.354838709677416,4.67741935483871,1.8064516129032258,-16.741935483870968,13.451612903225806
5452,Karnataka,2020-12-27,-20.225806451612904,29.483870967741936,8.67741935483871,10.419354838709678,-1.2258064516129032,9.290322580645162
5453,Karnataka,2020-12-28,-13.516129032258064,44.225806451612904,5.548387096774194,9.709677419354838,-12.03225806451613,12.193548387096774
5454,Karnataka,2020-12-29,-16.032258064516128,40.645161290322584,1.8064516129032258,5.451612903225806,-11.935483870967742,13.387096774193548
5455,Karnataka,2020-12-30,-14.516129032258064,43.354838709677416,-0.6451612903225806,8.096774193548388,-12.96774193548387,13.741935483870968
5456,Karnataka,2020-12-31,-8.0,55.935483870967744,-0.6774193548387096,10.064516129032258,-9.548387096774194,12.32258064516129
5457,Kerala,2020-02-15,-3.2,-1.6666666666666667,-9.4375,-1.375,3.9375,1.1333333333333333
5458,Kerala,2020-02-16,-2.933333333333333,0.06666666666666667,-7.25,-4.0,2.2,1.6666666666666667
5459,Kerala,2020-02-17,-3.4,-3.1333333333333333,-1.9333333333333333,-2.375,4.8125,1.3333333333333333
5460,Kerala,2020-02-18,-2.2666666666666666,-3.0,-1.2,-2.125,3.5625,1.5333333333333334
5461,Kerala,2020-02-19,-1.8666666666666667,-0.9333333333333333,-1.0,-0.1875,3.0625,0.7333333333333333
5462,Kerala,2020-02-20,2.0,-1.2,-0.3333333333333333,5.9375,1.5625,-0.5333333333333333
5463,Kerala,2020-02-21,-3.3333333333333335,-7.266666666666667,-1.625,-8.125,-28.5625,5.466666666666667
5464,Kerala,2020-02-22,-3.6666666666666665,-3.066666666666667,-6.8125,-5.1875,-5.8125,1.2666666666666666
5465,Kerala,2020-02-23,-11.066666666666666,-7.666666666666667,-9.6875,-9.3125,0.0,3.2
5466,Kerala,2020-02-24,-4.0,-1.8,-2.066666666666667,-0.5,4.8125,1.3333333333333333
5467,Kerala,2020-02-25,-3.8,-3.933333333333333,-2.6,-1.6875,3.375,1.4
5468,Kerala,2020-02-26,-3.4,-1.6,-1.4666666666666666,-2.3125,1.8125,0.8666666666666667
5469,Kerala,2020-02-27,-6.466666666666667,-4.733333333333333,-1.9333333333333333,-4.3125,2.5625,2.066666666666667
5470,Kerala,2020-02-28,-7.0,-5.333333333333333,-14.375,-6.8125,4.75,1.8
5471,Kerala,2020-02-29,-6.466666666666667,-3.2666666666666666,-14.375,-6.625,6.125,1.6
5472,Kerala,2020-03-01,-8.4,-2.466666666666667,-12.5625,-10.125,4.2,2.7333333333333334
5473,Kerala,2020-03-02,-4.533333333333333,-1.7333333333333334,-9.8125,-5.5625,5.75,1.8666666666666667
5474,Kerala,2020-03-03,-3.3333333333333335,-2.7333333333333334,-4.8,-5.0625,4.125,1.5333333333333334
5475,Kerala,2020-03-04,-2.4,0.8666666666666667,-3.8,-2.4375,3.9375,1.2666666666666666
5476,Kerala,2020-03-05,-4.666666666666667,-0.8666666666666667,-3.0,-3.125,3.75,1.8
5477,Kerala,2020-03-06,-6.6,-1.2666666666666666,-14.125,-4.75,5.875,1.4666666666666666
